index,City,Date,Card Type,Exp Type,Gender,Amount,Customer_Age,Education_Level,Marital_Status
321,"Ahmedabad, India",03-Aug-14,Signature,Bills,F,770346,48,Graduate,Single
322,"Greater Mumbai, India",23-May-15,Signature,Bills,F,489043,51,Uneducated,Divorced
323,"Bengaluru, India",11-Nov-14,Platinum,Bills,F,503037,52,High School,Single
324,"Greater Mumbai, India",11-Jan-14,Platinum,Bills,F,731261,55,Uneducated,Married
325,"Ahmedabad, India",14-Feb-14,Signature,Bills,F,262755,34,High School,Married
326,"Greater Mumbai, India",16-Jul-14,Gold,Bills,F,825475,56,Uneducated,Married
327,"Greater Mumbai, India",24-Feb-14,Platinum,Bills,F,922630,44,Post-Graduate,Married
328,"Delhi, India",25-Sep-14,Gold,Bills,F,752172,47,Post-Graduate,Unknown
329,"Ahmedabad, India",11-Jun-14,Gold,Bills,F,418009,46,Unknown,Married
330,"Delhi, India",07-Jun-14,Signature,Bills,F,994537,43,Graduate,Single
331,"Greater Mumbai, India",02-Aug-14,Silver,Bills,F,922206,50,Graduate,Single
332,"Greater Mumbai, India",21-May-14,Signature,Bills,F,389097,38,Uneducated,Single
333,"Bengaluru, India",04-Apr-15,Signature,Bills,F,880778,53,Graduate,Single
334,"Greater Mumbai, India",03-Mar-15,Gold,Bills,F,327971,43,Graduate,Divorced
335,"Bengaluru, India",02-Mar-14,Signature,Bills,F,689201,53,High School,Married
336,"Bengaluru, India",17-May-15,Silver,Bills,F,792440,56,Graduate,Married
337,"Bengaluru, India",17-Mar-15,Signature,Bills,F,602222,54,Unknown,Married
338,"Ahmedabad, India",03-Sep-14,Platinum,Bills,F,502399,57,High School,Married
339,"Ahmedabad, India",17-Mar-14,Silver,Bills,F,272804,62,High School,Married
340,"Bengaluru, India",06-Jun-14,Platinum,Bills,F,613280,46,Graduate,Single
341,"Delhi, India",17-Oct-14,Signature,Bills,F,876491,49,Uneducated,Married
342,"Bengaluru, India",25-Feb-14,Silver,Bills,F,820217,52,Graduate,Single
343,"Greater Mumbai, India",06-Sep-14,Signature,Bills,F,994184,58,Uneducated,Married
344,"Ahmedabad, India",07-Dec-13,Platinum,Bills,F,515263,54,High School,Married
345,"Ahmedabad, India",28-Aug-14,Signature,Bills,F,338527,49,Graduate,Married
346,"Ahmedabad, India",16-Jun-14,Silver,Bills,F,934683,58,High School,Married
347,"Ahmedabad, India",07-Jul-14,Signature,Bills,F,454570,52,High School,Single
348,"Greater Mumbai, India",28-Jan-15,Gold,Bills,F,654519,41,High School,Married
349,"Ahmedabad, India",12-Jun-14,Gold,Bills,F,958047,62,Uneducated,Married
350,"Bengaluru, India",03-Nov-13,Silver,Bills,F,465281,54,Graduate,Married
351,"Ahmedabad, India",31-Dec-13,Signature,Bills,F,653161,40,High School,Divorced
352,"Ahmedabad, India",14-Apr-14,Gold,Bills,F,307350,43,Graduate,Married
353,"Greater Mumbai, India",27-Aug-14,Silver,Bills,F,41002,53,Graduate,Single
354,"Bengaluru, India",03-Jan-14,Silver,Bills,F,34743,55,Uneducated,Single
355,"Bengaluru, India",26-Sep-14,Signature,Bills,F,195589,46,Graduate,Single
356,"Bengaluru, India",10-Mar-14,Signature,Bills,F,204735,41,Uneducated,Married
357,"Ahmedabad, India",14-May-14,Signature,Bills,F,118112,49,Uneducated,Single
358,"Greater Mumbai, India",12-Dec-13,Platinum,Bills,F,61572,61,Graduate,Married
359,"Delhi, India",25-Feb-15,Gold,Bills,F,274938,46,Uneducated,Married
360,"Greater Mumbai, India",21-Feb-14,Signature,Bills,F,43854,50,Uneducated,Married
361,"Delhi, India",27-Apr-14,Gold,Bills,F,8798,40,Graduate,Single
362,"Greater Mumbai, India",08-May-15,Gold,Bills,F,192241,51,High School,Single
363,"Bengaluru, India",10-Apr-14,Silver,Bills,F,128164,50,Graduate,Married
364,"Delhi, India",28-Apr-14,Signature,Bills,F,249061,47,Graduate,Married
365,"Greater Mumbai, India",29-Jan-14,Gold,Bills,F,275283,43,Unknown,Married
366,"Greater Mumbai, India",03-Jan-14,Platinum,Bills,F,172194,36,Graduate,Married
367,"Ahmedabad, India",13-May-15,Gold,Bills,F,13162,47,Graduate,Married
368,"Bengaluru, India",05-Feb-15,Platinum,Bills,F,3427,46,Graduate,Single
369,"Bengaluru, India",07-Jan-15,Gold,Bills,F,171374,46,High School,Married
370,"Delhi, India",19-Feb-15,Signature,Bills,F,286251,52,Uneducated,Married
371,"Ahmedabad, India",19-Oct-14,Platinum,Bills,F,123417,43,Unknown,Married
372,"Delhi, India",03-Dec-13,Silver,Bills,F,81088,40,Graduate,Single
373,"Ahmedabad, India",26-Oct-14,Signature,Bills,F,64113,54,High School,Married
374,"Bengaluru, India",27-Mar-14,Platinum,Bills,F,54374,55,High School,Single
375,"Ahmedabad, India",18-Mar-15,Signature,Bills,F,175515,49,Post-Graduate,Single
376,"Delhi, India",25-Nov-13,Gold,Bills,F,78773,45,High School,Married
377,"Bengaluru, India",25-Jun-14,Signature,Bills,F,143515,49,Graduate,Married
378,"Delhi, India",22-Nov-14,Silver,Bills,F,263613,63,Uneducated,Married
379,"Greater Mumbai, India",22-Apr-15,Platinum,Bills,F,265434,40,High School,Single
380,"Delhi, India",03-Jun-14,Signature,Bills,F,87839,41,Graduate,Married
381,"Delhi, India",16-Jun-14,Signature,Bills,F,60905,37,Graduate,Married
382,"Delhi, India",09-Apr-15,Platinum,Bills,F,199726,58,Uneducated,Unknown
383,"Delhi, India",20-Jan-15,Silver,Bills,F,267896,55,High School,Married
384,"Ahmedabad, India",31-Dec-13,Gold,Bills,F,198937,53,High School,Married
385,"Greater Mumbai, India",02-Oct-14,Gold,Bills,F,90745,57,Graduate,Married
386,"Greater Mumbai, India",24-Jul-14,Silver,Bills,F,86676,43,Post-Graduate,Unknown
387,"Greater Mumbai, India",08-May-15,Platinum,Bills,F,163574,58,Graduate,Married
388,"Greater Mumbai, India",27-Apr-15,Signature,Bills,F,2138,64,Unknown,Married
389,"Bengaluru, India",11-Jun-14,Silver,Bills,F,253749,54,Graduate,Married
390,"Delhi, India",06-Jun-14,Platinum,Bills,F,60187,53,Graduate,Married
391,"Bengaluru, India",03-Mar-15,Platinum,Bills,F,15566,39,College,Single
392,"Greater Mumbai, India",11-Jul-14,Signature,Bills,F,242144,56,High School,Married
393,"Delhi, India",17-Mar-14,Platinum,Bills,F,114049,54,Unknown,Divorced
394,"Bengaluru, India",17-Mar-14,Gold,Bills,F,100992,59,Post-Graduate,Married
395,"Delhi, India",03-Mar-14,Silver,Bills,F,173017,42,Uneducated,Single
396,"Greater Mumbai, India",07-Jun-14,Gold,Bills,F,279567,42,Graduate,Married
397,"Delhi, India",28-Dec-13,Signature,Bills,F,25016,43,College,Unknown
398,"Delhi, India",11-Nov-13,Silver,Bills,F,157982,55,High School,Married
399,"Bengaluru, India",17-May-14,Signature,Bills,F,240387,52,Uneducated,Single
400,"Delhi, India",31-Aug-14,Platinum,Bills,F,134030,46,Uneducated,Unknown
401,"Bengaluru, India",26-Jan-15,Gold,Bills,F,108651,57,Uneducated,Married
402,"Delhi, India",17-Jan-14,Gold,Bills,F,138617,48,College,Married
403,"Bengaluru, India",27-Jan-14,Signature,Bills,F,98963,45,Unknown,Married
404,"Delhi, India",24-Dec-13,Silver,Bills,F,25486,48,High School,Married
405,"Delhi, India",03-Mar-15,Gold,Bills,F,231140,47,Graduate,Single
406,"Ahmedabad, India",22-Oct-13,Gold,Bills,F,20032,42,College,Married
407,"Greater Mumbai, India",14-Jan-15,Gold,Bills,F,293938,41,Graduate,Unknown
408,"Delhi, India",11-Jan-14,Silver,Bills,F,88175,51,College,Married
409,"Ahmedabad, India",07-Feb-15,Platinum,Bills,F,105297,55,Graduate,Single
410,"Delhi, India",08-Oct-13,Platinum,Bills,F,129169,67,Uneducated,Married
411,"Greater Mumbai, India",14-Aug-14,Signature,Bills,F,172386,39,Graduate,Married
412,"Greater Mumbai, India",09-May-15,Platinum,Bills,F,46369,54,Post-Graduate,Single
413,"Greater Mumbai, India",02-Apr-14,Silver,Bills,F,158636,55,Unknown,Married
414,"Delhi, India",26-Nov-14,Signature,Bills,F,87219,47,High School,Married
415,"Delhi, India",16-Nov-14,Gold,Bills,F,183445,49,Post-Graduate,Married
416,"Bengaluru, India",27-Jun-14,Silver,Bills,F,147977,42,Graduate,Married
417,"Ahmedabad, India",19-Nov-14,Platinum,Bills,F,243279,57,Unknown,Single
418,"Bengaluru, India",04-Apr-14,Platinum,Bills,F,243950,44,Uneducated,Married
419,"Delhi, India",14-Apr-15,Silver,Bills,F,32548,56,Unknown,Single
420,"Delhi, India",09-Dec-13,Platinum,Bills,F,118126,49,Graduate,Married
421,"Greater Mumbai, India",30-Nov-13,Platinum,Bills,F,13325,45,Graduate,Single
422,"Greater Mumbai, India",16-Feb-14,Gold,Bills,F,295055,63,High School,Married
423,"Greater Mumbai, India",12-Jan-15,Platinum,Bills,F,64764,44,Graduate,Single
424,"Bengaluru, India",03-Feb-14,Platinum,Bills,F,174520,44,College,Married
425,"Delhi, India",05-Nov-13,Signature,Bills,F,72763,40,High School,Married
426,"Greater Mumbai, India",27-Sep-14,Signature,Bills,F,269809,39,Uneducated,Single
427,"Delhi, India",29-Jun-14,Silver,Bills,F,81145,42,High School,Married
428,"Ahmedabad, India",13-Jul-14,Silver,Bills,F,25948,54,High School,Married
429,"Greater Mumbai, India",23-Jan-15,Silver,Bills,F,120188,58,Unknown,Married
430,"Greater Mumbai, India",05-Dec-14,Signature,Bills,F,8259,46,Graduate,Divorced
431,"Delhi, India",15-Apr-14,Signature,Bills,F,285830,47,Unknown,Divorced
432,"Bengaluru, India",27-Apr-15,Gold,Bills,F,67039,67,Unknown,Married
433,"Ahmedabad, India",25-Jul-14,Gold,Bills,F,14370,50,College,Divorced
434,"Ahmedabad, India",10-Oct-14,Platinum,Bills,F,54304,55,High School,Divorced
435,"Greater Mumbai, India",18-Oct-13,Gold,Bills,F,188856,46,Graduate,Married
436,"Ahmedabad, India",18-Jan-14,Gold,Bills,F,44635,47,Uneducated,Married
437,"Greater Mumbai, India",22-Nov-13,Platinum,Bills,F,227273,36,Unknown,Married
438,"Delhi, India",26-Mar-14,Gold,Bills,F,234200,40,Doctorate,Divorced
439,"Delhi, India",12-Dec-14,Signature,Bills,F,79053,57,Unknown,Single
440,"Greater Mumbai, India",01-Mar-15,Silver,Bills,F,49711,48,Unknown,Divorced
441,"Greater Mumbai, India",29-Oct-14,Signature,Bills,F,203463,58,Graduate,Married
442,"Bengaluru, India",29-Jul-14,Signature,Bills,F,196985,48,Graduate,Single
443,"Greater Mumbai, India",18-Apr-15,Gold,Bills,F,246457,48,Graduate,Unknown
444,"Delhi, India",05-Nov-13,Platinum,Bills,F,88344,53,College,Married
445,"Bengaluru, India",27-Aug-14,Signature,Bills,F,167457,50,Graduate,Married
446,"Bengaluru, India",04-Mar-14,Gold,Bills,F,254598,52,Graduate,Single
447,"Delhi, India",27-Jan-14,Platinum,Bills,F,102486,53,Uneducated,Single
448,"Greater Mumbai, India",18-Jan-14,Silver,Bills,F,159428,56,Graduate,Single
449,"Bengaluru, India",28-Jan-14,Platinum,Bills,F,296987,44,Unknown,Single
450,"Ahmedabad, India",06-Feb-15,Signature,Bills,F,89418,49,High School,Married
451,"Delhi, India",26-Feb-15,Signature,Bills,F,77247,54,Graduate,Married
452,"Bengaluru, India",24-Jan-14,Gold,Bills,F,66542,39,Unknown,Single
453,"Greater Mumbai, India",27-Nov-14,Silver,Bills,F,194526,39,Uneducated,Divorced
454,"Bengaluru, India",16-Jul-14,Signature,Bills,F,178119,41,High School,Single
455,"Bengaluru, India",16-May-14,Gold,Bills,F,258653,53,Uneducated,Married
456,"Delhi, India",02-Nov-14,Silver,Bills,F,97425,47,Uneducated,Married
457,"Delhi, India",23-May-14,Gold,Bills,F,223185,46,Post-Graduate,Married
458,"Greater Mumbai, India",28-Jan-15,Gold,Bills,F,224750,53,High School,Married
459,"Ahmedabad, India",17-Jan-14,Signature,Bills,F,103363,60,Graduate,Married
460,"Greater Mumbai, India",27-Nov-14,Platinum,Bills,F,49090,59,Graduate,Single
461,"Bengaluru, India",20-Nov-14,Platinum,Bills,F,140584,38,Unknown,Single
462,"Delhi, India",26-Jun-14,Platinum,Bills,F,61272,56,Uneducated,Single
463,"Delhi, India",02-Jan-14,Silver,Bills,F,25200,35,Post-Graduate,Unknown
464,"Greater Mumbai, India",09-Dec-13,Signature,Bills,F,249893,50,Graduate,Single
465,"Bengaluru, India",25-May-14,Gold,Bills,F,91325,53,Post-Graduate,Unknown
466,"Greater Mumbai, India",14-Apr-14,Silver,Bills,F,81641,63,Graduate,Married
467,"Greater Mumbai, India",14-Apr-15,Platinum,Bills,F,267700,43,Uneducated,Single
468,"Greater Mumbai, India",20-Nov-14,Silver,Food,F,193429,46,Unknown,Married
469,"Ahmedabad, India",22-Apr-14,Gold,Food,F,97674,61,Uneducated,Single
470,"Bengaluru, India",08-Mar-14,Silver,Food,F,222579,37,Post-Graduate,Married
471,"Bengaluru, India",19-Mar-15,Platinum,Food,F,194846,42,Doctorate,Married
472,"Greater Mumbai, India",22-Feb-15,Signature,Food,F,62690,41,Uneducated,Divorced
473,"Greater Mumbai, India",08-Feb-15,Signature,Food,F,225614,56,College,Single
474,"Ahmedabad, India",20-Oct-13,Signature,Food,F,13879,56,Graduate,Married
475,"Ahmedabad, India",04-Feb-15,Gold,Food,F,279579,52,Post-Graduate,Single
476,"Bengaluru, India",10-Sep-14,Gold,Food,F,253183,40,High School,Single
477,"Bengaluru, India",10-May-14,Signature,Food,F,183197,63,Graduate,Married
478,"Bengaluru, India",27-Aug-14,Gold,Food,F,260046,58,High School,Single
479,"Bengaluru, India",21-Jul-14,Gold,Food,F,95981,58,Unknown,Married
480,"Bengaluru, India",02-Mar-14,Gold,Food,F,157399,46,Uneducated,Divorced
481,"Delhi, India",20-Feb-14,Signature,Food,F,140041,37,Graduate,Married
482,"Ahmedabad, India",05-Jan-14,Platinum,Food,F,288339,46,Graduate,Single
483,"Ahmedabad, India",02-Jan-14,Platinum,Food,F,49494,46,Post-Graduate,Married
484,"Bengaluru, India",16-Apr-15,Platinum,Food,F,43954,41,Graduate,Single
485,"Bengaluru, India",30-Nov-13,Platinum,Food,F,35543,48,High School,Divorced
486,"Greater Mumbai, India",05-Jan-14,Signature,Food,F,12982,49,Graduate,Single
487,"Delhi, India",02-Apr-14,Platinum,Food,F,213140,44,Graduate,Married
488,"Greater Mumbai, India",22-Oct-13,Platinum,Food,F,95741,39,College,Married
489,"Bengaluru, India",07-Dec-13,Platinum,Food,F,129144,57,College,Single
490,"Ahmedabad, India",04-Mar-14,Gold,Food,F,115551,48,High School,Married
491,"Bengaluru, India",26-Apr-14,Gold,Food,F,57961,47,High School,Single
492,"Ahmedabad, India",04-Jan-15,Silver,Food,F,209527,56,Uneducated,Divorced
493,"Ahmedabad, India",08-Jul-14,Gold,Food,F,15892,54,College,Married
494,"Bengaluru, India",01-Dec-13,Signature,Food,F,155659,54,Graduate,Married
495,"Greater Mumbai, India",17-Jun-14,Silver,Food,F,246215,52,High School,Married
496,"Greater Mumbai, India",15-Oct-14,Signature,Food,F,149465,43,Unknown,Unknown
497,"Ahmedabad, India",22-Aug-14,Gold,Food,F,259694,59,College,Single
498,"Delhi, India",23-Feb-14,Silver,Food,F,70009,44,Unknown,Married
499,"Greater Mumbai, India",05-Jan-15,Gold,Food,F,233391,56,College,Married
500,"Ahmedabad, India",04-Aug-14,Silver,Food,F,35002,45,Graduate,Married
501,"Ahmedabad, India",18-Apr-15,Silver,Food,F,156519,55,High School,Married
502,"Bengaluru, India",22-Apr-14,Gold,Food,F,286786,48,College,Divorced
503,"Bengaluru, India",18-Sep-14,Signature,Food,F,173244,56,College,Single
504,"Bengaluru, India",31-Dec-14,Platinum,Food,F,195804,41,Uneducated,Married
505,"Ahmedabad, India",09-Feb-15,Platinum,Food,F,162827,65,High School,Married
506,"Bengaluru, India",26-Jan-15,Signature,Food,F,20036,34,Post-Graduate,Single
507,"Bengaluru, India",17-Jul-14,Signature,Food,F,266125,56,Post-Graduate,Married
508,"Greater Mumbai, India",10-Mar-14,Signature,Food,F,156531,62,High School,Married
509,"Ahmedabad, India",20-Oct-14,Signature,Food,F,288673,45,Uneducated,Single
510,"Ahmedabad, India",13-Oct-14,Signature,Food,F,67474,38,Uneducated,Single
511,"Delhi, India",28-Sep-14,Platinum,Food,F,220674,49,Unknown,Unknown
512,"Greater Mumbai, India",24-Apr-14,Gold,Food,F,282988,58,High School,Single
513,"Bengaluru, India",24-Aug-14,Signature,Food,F,206308,41,Graduate,Single
514,"Bengaluru, India",27-Nov-14,Platinum,Food,F,243074,33,Graduate,Married
515,"Ahmedabad, India",04-Apr-15,Signature,Food,F,247181,47,College,Single
516,"Greater Mumbai, India",08-Aug-14,Signature,Food,F,111842,56,Graduate,Married
517,"Delhi, India",23-Mar-15,Gold,Food,F,277079,51,Graduate,Single
518,"Delhi, India",28-Jan-15,Silver,Food,F,218638,49,Graduate,Unknown
519,"Ahmedabad, India",14-Nov-14,Gold,Food,F,152216,50,Unknown,Single
520,"Delhi, India",14-Apr-15,Signature,Food,F,42620,55,Unknown,Married
521,"Ahmedabad, India",12-Jan-14,Gold,Food,F,101639,26,Graduate,Single
522,"Greater Mumbai, India",02-Mar-14,Silver,Food,F,102966,58,College,Married
523,"Bengaluru, India",10-Mar-15,Platinum,Food,F,127650,46,High School,Single
524,"Greater Mumbai, India",24-Jun-14,Platinum,Food,F,277737,48,High School,Married
525,"Bengaluru, India",19-Mar-15,Signature,Food,F,251805,42,Uneducated,Divorced
526,"Ahmedabad, India",19-Feb-14,Signature,Food,F,288284,37,Graduate,Married
527,"Bengaluru, India",22-Oct-13,Gold,Food,F,125290,63,Unknown,Married
528,"Bengaluru, India",20-Aug-14,Silver,Food,F,166602,50,High School,Single
529,"Ahmedabad, India",14-Apr-14,Silver,Food,F,219097,41,High School,Single
530,"Bengaluru, India",26-Mar-15,Gold,Food,F,34082,48,Graduate,Divorced
531,"Bengaluru, India",08-May-14,Silver,Food,F,20573,46,College,Single
532,"Bengaluru, India",28-Oct-13,Platinum,Food,F,245056,61,High School,Single
533,"Ahmedabad, India",20-Dec-13,Signature,Food,F,131847,59,Unknown,Married
534,"Delhi, India",16-Jan-15,Platinum,Food,F,276873,53,Doctorate,Married
535,"Bengaluru, India",06-May-14,Silver,Food,F,138342,39,Doctorate,Unknown
536,"Ahmedabad, India",09-Jan-15,Signature,Food,F,137292,51,High School,Married
537,"Ahmedabad, India",04-Mar-14,Signature,Food,F,147750,45,Graduate,Married
538,"Bengaluru, India",18-Oct-13,Signature,Food,F,2397,48,Unknown,Single
539,"Bengaluru, India",16-Jul-14,Gold,Food,F,31051,47,Graduate,Married
540,"Delhi, India",01-Oct-14,Signature,Food,F,55137,41,High School,Married
541,"Greater Mumbai, India",08-Nov-13,Gold,Food,F,136040,48,College,Married
542,"Ahmedabad, India",08-Dec-14,Platinum,Food,F,181721,50,Graduate,Single
543,"Delhi, India",12-Mar-14,Signature,Food,F,81753,56,Post-Graduate,Married
544,"Ahmedabad, India",28-Nov-14,Platinum,Food,F,266386,39,College,Single
545,"Ahmedabad, India",03-May-15,Silver,Food,F,259008,47,Graduate,Married
546,"Greater Mumbai, India",10-Mar-15,Silver,Food,F,250995,44,Graduate,Single
547,"Delhi, India",06-Oct-14,Signature,Food,F,232155,61,Unknown,Married
548,"Greater Mumbai, India",13-Feb-14,Silver,Food,F,48012,43,Post-Graduate,Married
549,"Delhi, India",01-Jan-15,Signature,Food,F,296543,59,High School,Married
550,"Greater Mumbai, India",25-Dec-14,Signature,Food,F,246893,42,Uneducated,Married
551,"Ahmedabad, India",19-Mar-15,Platinum,Food,F,95807,40,Unknown,Divorced
552,"Ahmedabad, India",22-Aug-14,Platinum,Food,F,165278,65,Unknown,Married
553,"Ahmedabad, India",15-Aug-14,Silver,Food,F,191618,48,College,Married
554,"Greater Mumbai, India",26-Apr-15,Silver,Food,F,159718,44,Graduate,Single
555,"Ahmedabad, India",28-Nov-14,Gold,Food,F,213552,36,Unknown,Married
556,"Greater Mumbai, India",03-May-15,Gold,Food,F,249061,45,Graduate,Single
557,"Delhi, India",24-Feb-14,Silver,Food,F,279377,39,Graduate,Married
558,"Delhi, India",19-Dec-14,Silver,Food,F,233694,40,College,Unknown
559,"Bengaluru, India",21-Jun-14,Silver,Food,F,102362,62,High School,Married
560,"Bengaluru, India",10-Sep-14,Silver,Food,F,108296,26,Graduate,Single
561,"Bengaluru, India",13-Apr-15,Gold,Food,F,258275,60,Uneducated,Single
562,"Bengaluru, India",21-Oct-14,Silver,Food,F,194260,54,Doctorate,Single
563,"Bengaluru, India",12-Apr-15,Gold,Food,F,167903,62,Graduate,Married
564,"Ahmedabad, India",29-Jan-15,Silver,Food,F,128266,57,College,Married
565,"Bengaluru, India",19-Jan-15,Signature,Food,F,268543,59,Graduate,Single
566,"Ahmedabad, India",17-Mar-14,Signature,Food,F,30653,46,Graduate,Single
567,"Greater Mumbai, India",01-Jan-15,Signature,Food,F,189981,44,High School,Single
568,"Delhi, India",28-Apr-15,Gold,Food,F,230325,48,Unknown,Single
569,"Greater Mumbai, India",13-Mar-15,Signature,Food,F,176871,43,Uneducated,Divorced
570,"Greater Mumbai, India",09-Dec-14,Platinum,Food,F,171241,57,Uneducated,Married
571,"Greater Mumbai, India",07-Mar-14,Silver,Food,F,91846,46,College,Unknown
572,"Delhi, India",13-Nov-13,Silver,Food,F,162813,40,High School,Unknown
573,"Delhi, India",04-Nov-14,Silver,Food,F,28569,54,Unknown,Married
574,"Bengaluru, India",16-Nov-14,Silver,Food,F,231827,57,Graduate,Single
575,"Delhi, India",04-Mar-15,Silver,Food,F,281283,44,Graduate,Married
576,"Bengaluru, India",15-Oct-13,Silver,Food,F,291358,47,Doctorate,Married
577,"Delhi, India",27-Jul-14,Signature,Food,F,288888,47,Doctorate,Married
578,"Delhi, India",22-Nov-14,Gold,Food,F,283575,50,High School,Married
579,"Greater Mumbai, India",24-Jul-14,Silver,Food,F,132827,53,College,Married
580,"Delhi, India",31-Aug-14,Silver,Food,F,200721,56,College,Married
581,"Ahmedabad, India",12-Jan-14,Signature,Food,F,190220,55,High School,Married
582,"Ahmedabad, India",05-Feb-15,Signature,Food,F,265508,53,High School,Married
583,"Greater Mumbai, India",10-Dec-13,Platinum,Food,F,298838,61,Unknown,Married
584,"Greater Mumbai, India",12-Jan-14,Silver,Food,F,203106,57,High School,Married
585,"Ahmedabad, India",19-Oct-14,Platinum,Food,F,196647,50,Graduate,Married
586,"Delhi, India",05-Jan-15,Gold,Food,F,136602,56,Unknown,Married
587,"Greater Mumbai, India",24-Feb-14,Gold,Food,F,236980,52,Graduate,Single
